instrumento,simbolo,descripcion,mercado,panel,ultimoPrecio,apertura,cierreAnterior,variacionDiaria,volumen,maximo,minimo,rango52SemanasMin,rango52SemanasMax,fechaHoraCotizacion,mepCclImplicito,fuente
"cedears","BNGD","Cedear Bunge Limited","bcba",,"26.33","25.59","26.33","1.58","0","25.59","25.59",,,"2026-04-24T15:09:25.897Z","1408.2795","/1/Titulos/BNGD/CotizacionDetalle"
"cedears","BP","Cedear Bp P.L.C.","bcba",,"13760","13650","13760","0.87","0","13810","13650",,,"2026-04-24T19:50:21.243Z","1420.0206","/1/Titulos/BP/CotizacionDetalle"
"cedears","BPA11","Cedear Banco Btg Pactual S.A.","bcba",,"18070","18150","18070","-1.41","0","18150","18150",,,"2026-04-24T18:37:01.307Z",,"/1/Titulos/BPA11/CotizacionDetalle"
"cedears","BPC","Cedear Bp P.L.C.","bcba",,"9.67","9.67","9.67","0","0","0","0",,,"2026-04-24T04:01:13.047Z","1420.0206","/1/Titulos/BPC/CotizacionDetalle"
"cedears","BPD","Cedear Bp P.L.C.","bcba",,"9.69","9.66","9.69","0","0","9.66","9.66",,,"2026-04-24T04:00:28.820Z","1420.0206","/1/Titulos/BPD/CotizacionDetalle"
"cedears","BRKB","Cedear Berkshire Hathaway Inc.","bcba",,"31940","31700","31940","0.82","0","32000","31400",,,"2026-04-24T19:59:34.187Z","1440.0361","/1/Titulos/BRKB/CotizacionDetalle"
"cedears","BRKBC","Cedear Berkshire Hathaway Inc.","bcba",,"21.41","21.27","21.41","-0.32","0","21.29","21.27",,,"2026-04-24T19:00:16.957Z","1440.0361","/1/Titulos/BRKBC/CotizacionDetalle"
"cedears","BRKBD","Cedear Berkshire Hathaway Inc.","bcba",,"22.18","22.14","22.18","-0.53","0","22.31","21.8",,,"2026-04-24T19:56:55.417Z","1440.0361","/1/Titulos/BRKBD/CotizacionDetalle"
"cedears","BSBR","Cedear Banco Santander (Brasil)","bcba",,"8890","8760","8890","1.48","0","8945","8760",,,"2026-04-24T19:55:20.903Z",,"/1/Titulos/BSBR/CotizacionDetalle"
"cedears","BX","Cedear Blackstone Inc","bcba",,"6045","6010","6045","1.34","0","6090","6010",,,"2026-04-24T19:34:34.540Z","1394.4637","/1/Titulos/BX/CotizacionDetalle"
"cedears","BXD","CEDEAR BLACKSTONE INC","bcba",,"4.335","4.315","4.335","-6.97","0","4.37","4.315",,,"2026-04-24T19:06:20.637Z","1394.4637","/1/Titulos/BXD/CotizacionDetalle"
"cedears","C","Cedear Citigroup","bcba",,"63775","63125","63775","1.06","0","64025","63125",,,"2026-04-24T19:32:13.647Z","1458.381","/1/Titulos/C/CotizacionDetalle"
"cedears","C.D","Cedear Citigroup","bcba",,"44.2","45.09","44.2","0.45","0","45.09","44.5",,,"2026-04-24T19:31:41.847Z","1458.381","/1/Titulos/C.D/CotizacionDetalle"
"cedears","CAAP","Cedear Corporacion America Air","bcba",,"149800","152775","149800","1.71","0","152800","147825",,,"2026-04-24T19:56:14.617Z","1403.2787","/1/Titulos/CAAP/CotizacionDetalle"
"cedears","CAAPD","Cedear Corporacion America Air","bcba",,"106.75","107","106.75","-0.23","0","0","0",,,"2026-04-24T13:48:14.753Z","1403.2787","/1/Titulos/CAAPD/CotizacionDetalle"
"cedears","CAH","Cedear Cardinal Health Inc.","bcba",,"99225","100200","99225","-1.8","0","100725","98975",,,"2026-04-24T19:42:15.813Z","1366.7355","/1/Titulos/CAH/CotizacionDetalle"
"cedears","CAHD","Cedear Cardinal Health Inc.","bcba",,"72.6","71.6","72.6","1.39","0","0","0",,,"2026-04-24T13:41:11.127Z","1366.7355","/1/Titulos/CAHD/CotizacionDetalle"
"cedears","CAR","Cedear Avis Budget Group Inc","bcba",,"11690","13620","11690","-9.93","0","13670","11680",,,"2026-04-24T19:59:03.937Z","1317.9256","/1/Titulos/CAR/CotizacionDetalle"
"cedears","CAR.C","Cedear Avis Budget Group Inc","bcba",,"0.13","0.13","0.13","0","0","0","0",,,"2026-04-24T04:00:59.350Z","1317.9256","/1/Titulos/CAR.C/CotizacionDetalle"
"cedears","CAR.D","Cedear Avis Budget Group Inc","bcba",,"8.87","8.9","8.87","-67.85","0","8.9","8.87",,,"2026-04-24T18:13:46.650Z","1317.9256","/1/Titulos/CAR.D/CotizacionDetalle"
"cedears","CAT","Cedear Caterpillar Inc.","bcba",,"62225","61875","62225","0.93","0","62525","61450",,,"2026-04-24T19:56:20.527Z","1446.7566","/1/Titulos/CAT/CotizacionDetalle"
"cedears","CATC","Cedear Caterpillar Inc.","bcba",,"41.57","39.7145","41.57","4.67","0","0","0",,,"2026-04-24T15:20:28.760Z","1446.7566","/1/Titulos/CATC/CotizacionDetalle"
"cedears","CATD","Cedear Caterpillar Inc.","bcba",,"43.01","43.78","43.01","-0.92","0","43.78","42.87",,,"2026-04-24T19:39:46.927Z","1446.7566","/1/Titulos/CATD/CotizacionDetalle"
"cedears","CC","Cedear Citigroup","bcba",,"43.73","42.66","43.73","0","0","0","0",,,"2026-04-24T04:01:13.033Z","1458.381","/1/Titulos/CC/CotizacionDetalle"
"cedears","CCL","Cedear Carnival Corp.","bcba",,"13500","13220","13500","3.52","0","13570","13150",,,"2026-04-24T19:46:46.550Z","1440.7684","/1/Titulos/CCL/CotizacionDetalle"
"cedears","CCLC","Cedear Carnival Corp.","bcba",,"8.4","9.95","8.4","0","0","0","0",,,"2026-04-24T04:01:12.957Z","1440.7684","/1/Titulos/CCLC/CotizacionDetalle"
"cedears","CCLD","Cedear Carnival Corp.","bcba",,"9.37","9.37","9.37","0","0","9.37","9.37",,,"2026-04-24T04:01:07.463Z","1440.7684","/1/Titulos/CCLD/CotizacionDetalle"
"cedears","CDE","Cedear Coeur D'alene Mines Cor","bcba",,"28660","28000","28660","3.01","0","28860","27940",,,"2026-04-24T19:55:00.213Z","1093.8931","/1/Titulos/CDE/CotizacionDetalle"
"cedears","CDED","Cedear Coeur D'alene Mines Cor","bcba",,"26.2","25.95","26.2","0","0","25.95","25.95",,,"2026-04-24T04:00:59.563Z","1093.8931","/1/Titulos/CDED/CotizacionDetalle"
"cedears","CEG","Cedear Constellation Energy Corporation","bcba",,"10410","9590","10410","8.49","0","10450","9590",,,"2026-04-24T19:59:37.027Z","1424.0766","/1/Titulos/CEG/CotizacionDetalle"
"cedears","CEGD","Cedear Constellation Energy Co","bcba",,"7.31","6.86","7.31","8.29","0","7.35","6.86",,,"2026-04-24T19:50:55.510Z","1424.0766","/1/Titulos/CEGD/CotizacionDetalle"
"cedears","CIBR","Cedear First Trust Nasdaq Cybe","bcba",,"10070","9950","10070","2.4","0","10090","9795",,,"2026-04-24T19:57:59.573Z","1432.4324","/1/Titulos/CIBR/CotizacionDetalle"
"cedears","CIBRD","Cedear First Trust Nasdaq Cybe","bcba",,"7.03","6.9","7.03","0.44","0","7.15","6.74",,,"2026-04-24T19:29:51.280Z","1432.4324","/1/Titulos/CIBRD/CotizacionDetalle"
"cedears","CL","Cedear Colgate Palmolive Compa","bcba",,"42280","41980","42280","2.22","0","42280","41800",,,"2026-04-24T19:53:52.333Z","1426.4507","/1/Titulos/CL/CotizacionDetalle"
"cedears","CLD","Cedear Colgate Palmolive","bcba",,"29.64","30","29.64","0.91","0","30","28.5",,,"2026-04-24T19:53:18.947Z","1426.4507","/1/Titulos/CLD/CotizacionDetalle"
"cedears","CLS","Cedear Celestica Inc","bcba",,"30900","30060","30900","6.69","0","31220","30060",,,"2026-04-24T19:59:37.060Z","1474.9403","/1/Titulos/CLS/CotizacionDetalle"
"cedears","CLSD","Cedear Celestica Inc","bcba",,"20.95","21.02","20.95","4.28","0","21.77","20.9",,,"2026-04-24T19:29:16.037Z","1474.9403","/1/Titulos/CLSD/CotizacionDetalle"
"cedears","COIN","Cedear Coinbase Global Inc.","bcba",,"11030","10990","11030","2.22","0","11170","10840",,,"2026-04-24T19:59:10.007Z","1430.6096","/1/Titulos/COIN/CotizacionDetalle"
"cedears","COINC","Cedear Coinbase Global Inc.","bcba",,"7.39","7.39","7.39","0","0","7.39","7.39",,,"2026-04-24T04:00:22.007Z","1430.6096","/1/Titulos/COINC/CotizacionDetalle"
"cedears","COIND","Cedear Coinbase Global Inc.","bcba",,"7.71","7.71","7.71","1.58","0","7.78","7.57",,,"2026-04-24T19:45:26.420Z","1430.6096","/1/Titulos/COIND/CotizacionDetalle"
"cedears","COPX","CEDEAR GLOBAL X COPPER MINERS ETF","bcba",,"8805","8685","8805","0.91","0","8840","8685",,,"2026-04-24T19:59:45.973Z","1448.1908","/1/Titulos/COPX/CotizacionDetalle"
"cedears","COPXC","Cedear Global X Copper Miners Etf","bcba",,"6","5.26","6","0","0","0","0",,,"2026-04-24T04:01:15.610Z","1448.1908","/1/Titulos/COPXC/CotizacionDetalle"
"cedears","COPXD","Cedear Global X Copper Miners Etf","bcba",,"6.08","6.25","6.08","0.49","0","6.25","5.95",,,"2026-04-24T19:59:45.183Z","1448.1908","/1/Titulos/COPXD/CotizacionDetalle"
"cedears","COST","Cedear Costco Wholsale Corp.","bcba",,"31460","31040","31460","0.83","0","31560","31040",,,"2026-04-24T19:58:45.880Z","1435.219","/1/Titulos/COST/CotizacionDetalle"
"cedears","COSTC","Cedear Costco Wholsale Corp.","bcba",,"20.78","21.3","20.78","0","0","0","0",,,"2026-04-24T04:00:51.763Z","1435.219","/1/Titulos/COSTC/CotizacionDetalle"
"cedears","COSTD","Cedear Costco Wholsale Corp.Es","bcba",,"21.92","21.7","21.92","0.18","0","21.93","21.67",,,"2026-04-24T18:02:49.093Z","1435.219","/1/Titulos/COSTD/CotizacionDetalle"
"cedears","CRM","Cedear Salesforce Inc","bcba",,"14820","14320","14820","4.07","0","14860","14320",,,"2026-04-24T19:59:47.037Z","1427.7457","/1/Titulos/CRM/CotizacionDetalle"
"cedears","CRMC","Cedear Salesforce Inc","bcba",,"10.54","10.54","10.54","0","0","0","0",,,"2026-04-24T04:00:44.217Z","1427.7457","/1/Titulos/CRMC/CotizacionDetalle"
"cedears","CRMD","Cedear Salesforce Inc","bcba",,"10.38","10.15","10.38","3.07","0","10.44","10.08",,,"2026-04-24T19:50:38.417Z","1427.7457","/1/Titulos/CRMD/CotizacionDetalle"
"cedears","CRWV","CEDEAR COREWEAVE INC.","bcba",,"6090","6430","6090","-5.21","0","6435","5865",,,"2026-04-24T19:57:54.757Z","1368.5393","/1/Titulos/CRWV/CotizacionDetalle"
"cedears","CRWVD","Cedear Coreweave Inc.","bcba",,"4.45","4.45","4.45","-1.54","0","4.45","4.03",,,"2026-04-24T19:52:31.673Z","1368.5393","/1/Titulos/CRWVD/CotizacionDetalle"
"cedears","CSCO","Cedear Cisco Systems Inc","bcba",,"26600","26080","26600","1.52","0","26800","26060",,,"2026-04-24T19:56:18.607Z","1426.2735","/1/Titulos/CSCO/CotizacionDetalle"
"cedears","CSCOC","Cedear Cisco Systems Inc.Escri","bcba",,"17","13.826","17","0","0","0","0",,,"2026-04-24T04:00:51.907Z","1426.2735","/1/Titulos/CSCOC/CotizacionDetalle"
"cedears","CSCOD","Cedear Cisco Systems Inc.Escri","bcba",,"18.65","18.11","18.65","1.63","0","18.7","18.11",,,"2026-04-24T19:31:30.160Z","1426.2735","/1/Titulos/CSCOD/CotizacionDetalle"
"cedears","CSNA3","Cedear Companhia Siderurgica Nacional","bcba",,"2092","1905","2092","8.5","0","2090","1856",,,"2026-04-24T19:48:17.113Z",,"/1/Titulos/CSNA3/CotizacionDetalle"
"cedears","CVS","Cedear Cvs Health Corp.","bcba",,"7710","8000","7710","-1.28","0","8000","7505",,,"2026-04-24T19:59:19.530Z","1446.5291","/1/Titulos/CVS/CotizacionDetalle"
"cedears","CVSD","Cedear Cvs Health Corp.","bcba",,"5.33","5.45","5.33","-1.66","0","5.46","5.23",,,"2026-04-24T19:54:54.120Z","1446.5291","/1/Titulos/CVSD/CotizacionDetalle"
"cedears","CVX","Cedear Chevron Corp.","bcba",,"17320","17100","17320","-0.11","0","17310","17010",,,"2026-04-24T19:59:08.357Z","1443.3333","/1/Titulos/CVX/CotizacionDetalle"
"cedears","CVXC","Cedear Chevron Corp.","bcba",,"11.71","11.71","11.71","0","0","11.71","11.71",,,"2026-04-24T04:00:44.033Z","1443.3333","/1/Titulos/CVXC/CotizacionDetalle"
"cedears","CVXD","Cedear Chevron Corp.","bcba",,"12","12.01","12","-1.8","0","12.18","11.85",,,"2026-04-24T19:41:30.957Z","1443.3333","/1/Titulos/CVXD/CotizacionDetalle"
"cedears","CX","Cedear Cemex S.A.B. De C.V.","bcba",,"18520","18740","18520","-0.26","0","18770","18480",,,"2026-04-24T19:29:49.947Z","1459.4169","/1/Titulos/CX/CotizacionDetalle"
"cedears","CXD","Cedear Cemex S.A.B. De C.V.","bcba",,"12.69","12.09","12.69","0","0","12.69","12.09",,,"2026-04-24T04:00:50.633Z","1459.4169","/1/Titulos/CXD/CotizacionDetalle"
"cedears","DAL","Cedear Delta Air Lines Inc.","bcba",,"12790","12660","12790","1.26","0","12920","12650",,,"2026-04-24T19:42:13.200Z","1402.4123","/1/Titulos/DAL/CotizacionDetalle"
"cedears","DALD","Cedear Delta Air Lines Inc.","bcba",,"9.12","9","9.12","2.01","0","9","9",,,"2026-04-24T16:06:43.967Z","1402.4123","/1/Titulos/DALD/CotizacionDetalle"
"cedears","DD","Cedear E.I.Du Pont The Nemours","bcba",,"13750","13630","13750","0.8","0","13740","13630",,,"2026-04-24T19:44:55.513Z",,"/1/Titulos/DD/CotizacionDetalle"
"cedears","DDD","Cedear E.I.Du Pont The Nemours","bcba",,"9.83","9.83","9.83","0","0","0","0",,,"2026-04-24T04:00:49.657Z",,"/1/Titulos/DDD/CotizacionDetalle"
"cedears","DE","Cedear Deere & Company","bcba",,"21040","21790","21040","-4.01","0","21790","21040",,,"2026-04-24T19:59:22.427Z","1436.1775","/1/Titulos/DE/CotizacionDetalle"
"cedears","DEC","Cedear Deere & Company","bcba",,"14.87","14.87","14.87","0","0","0","0",,,"2026-04-24T04:00:32.053Z","1436.1775","/1/Titulos/DEC/CotizacionDetalle"
"cedears","DECK","Cedear Deckers Outdoor Corporation","bcba",,"6475","6430","6475","2.29","0","6515","6430",,,"2026-04-24T19:56:18.177Z","1415.3005","/1/Titulos/DECK/CotizacionDetalle"
"cedears","DECKD","Cedear Deckers Outdoor Corpora","bcba",,"4.575","4.66","4.575","0","0","4.66","4.66",,,"2026-04-24T04:00:46.607Z","1415.3005","/1/Titulos/DECKD/CotizacionDetalle"
"cedears","DED","Cedear Deere & Company","bcba",,"14.65","14.88","14.65","-3.87","0","14.98","14.68",,,"2026-04-24T19:54:43.220Z","1436.1775","/1/Titulos/DED/CotizacionDetalle"
"cedears","DEO","Cedear Diageo Plc Adr","bcba",,"19770","19660","19770","1.48","0","19810","19650",,,"2026-04-24T19:48:49.580Z","1459.0406","/1/Titulos/DEO/CotizacionDetalle"
"cedears","DEOC","Cedear Diageo Plc Adr","bcba",,"14.6","14.6","14.6","0","0","0","0",,,"2026-04-24T04:00:48.887Z","1459.0406","/1/Titulos/DEOC/CotizacionDetalle"
"cedears","DEOD","Cedear Diageo Plc Adr","bcba",,"13.55","13.5","13.55","5.77","0","13.55","13.5",,,"2026-04-24T19:33:53.773Z","1459.0406","/1/Titulos/DEOD/CotizacionDetalle"
"cedears","DHR","Cedear Danaher Corp","bcba",,"4947.5","4930","4947.5","0.86","0","4952.5","4887.5",,,"2026-04-24T18:36:33.677Z","1436.1393","/1/Titulos/DHR/CotizacionDetalle"
"cedears","DHRC","Cedear Danaher Corp","bcba",,"3.94","3.94","3.94","0","0","0","0",,,"2026-04-24T04:00:59.550Z","1436.1393","/1/Titulos/DHRC/CotizacionDetalle"
"cedears","DHRD","Cedear Danaher Corp","bcba",,"3.445","3.445","3.445","-0.14","0","3.445","3.445",,,"2026-04-24T18:01:52.173Z","1436.1393","/1/Titulos/DHRD/CotizacionDetalle"
"cedears","DIA","Cedear Spdr Dow Jones Industrial","bcba",,"36780","36400","36780","0.82","0","36880","36380",,,"2026-04-24T19:56:15.187Z","1434.4774","/1/Titulos/DIA/CotizacionDetalle"
"cedears","DIAC","Cedear Spdr Dow Jones Industrial","bcba",,"25.48","24.48","25.48","6.74","0","24.9","24.48",,,"2026-04-24T18:22:25.210Z","1434.4774","/1/Titulos/DIAC/CotizacionDetalle"
"cedears","DIAD","Cedear Spdr Dow Jones Industrial","bcba",,"25.64","25.46","25.64","-0.69","0","25.69","25.41",,,"2026-04-24T19:55:14.843Z","1434.4774","/1/Titulos/DIAD/CotizacionDetalle"
"cedears","DISN","Cedear The Walt Disney Company","bcba",,"12750","12700","12750","-0.15","0","12830","12630",,,"2026-04-24T19:59:03.910Z","1427.7716","/1/Titulos/DISN/CotizacionDetalle"
"cedears","DISNC","Cedear The Walt Disney Company","bcba",,"8.56","8.73","8.56","-1.94","0","0","0",,,"2026-04-24T14:57:24.383Z","1427.7716","/1/Titulos/DISNC/CotizacionDetalle"
"cedears","DISND","Cedear The Walt Disney Company","bcba",,"8.93","8.98","8.93","-0.33","0","8.98","8.81",,,"2026-04-24T19:55:03.443Z","1427.7716","/1/Titulos/DISND/CotizacionDetalle"
"cedears","DOCU","Cedear Docusing Inc.","bcba",,"3130","3067.5","3130","3.3","0","3140","3040",,,"2026-04-24T19:53:48.633Z","1494.0334","/1/Titulos/DOCU/CotizacionDetalle"
"cedears","DOCUC","Cedear Docusing Inc.","bcba",,"2.01","2.16","2.01","-6.94","0","0","0",,,"2026-04-23T17:10:10.620Z","1494.0334","/1/Titulos/DOCUC/CotizacionDetalle"
"cedears","DOCUD","Cedear Docusing Inc.","bcba",,"2.095","2.18","2.095","0","0","2.18","2.09",,,"2026-04-24T04:00:20.537Z","1494.0334","/1/Titulos/DOCUD/CotizacionDetalle"
"cedears","DOW","Cedear Dow Inc.","bcba",,"9635","9600","9635","1.74","0","9700","9395",,,"2026-04-24T19:58:24.890Z","1442.3653","/1/Titulos/DOW/CotizacionDetalle"
"cedears","DOWC","Cedear Dow Inc.","bcba",,"6.19","6.19","6.19","0","0","0","0",,,"2026-04-24T04:00:30.827Z","1442.3653","/1/Titulos/DOWC/CotizacionDetalle"
"cedears","DOWD","Cedear Dow Inc.","bcba",,"6.68","6.62","6.68","1.51","0","6.76","6.62",,,"2026-04-24T19:27:34.283Z","1442.3653","/1/Titulos/DOWD/CotizacionDetalle"
"cedears","E","Cedear Eni Spa-Adr","bcba",,"20210","20230","20210","0.19","0","20230","19930",,,"2026-04-24T19:59:18.147Z",,"/1/Titulos/E/CotizacionDetalle"
"cedears","EA","Cedear Electronic Arts Inc.","bcba",,"21670","21440","21670","1.4","0","21590","21440",,,"2026-04-24T19:25:53.833Z","1417.2662","/1/Titulos/EA/CotizacionDetalle"
"cedears","EAD","Cedear Electronic Arts Inc.","bcba",,"15.29","15.14","15.29","0","0","0","0",,,"2026-04-24T04:00:22.080Z","1417.2662","/1/Titulos/EAD/CotizacionDetalle"
"cedears","EBAY","Cedear Ebay Inc.","bcba",,"73250","75375","73250","-4.18","0","76250","73050",,,"2026-04-24T19:59:41.720Z","1322.2022","/1/Titulos/EBAY/CotizacionDetalle"
"cedears","EBAYC","Cedear Ebay Inc.","bcba",,"43.86","43.81","43.86","0","0","43.86","43.81",,,"2026-02-19T14:22:07.173Z","1322.2022","/1/Titulos/EBAYC/CotizacionDetalle"
"cedears","EBAYD","Cedear Ebay Inc.","bcba",,"55.4","55","55.4","0","0","55","55",,,"2026-04-24T04:00:28.950Z","1322.2022","/1/Titulos/EBAYD/CotizacionDetalle"
"cedears","ECL","CEDEAR ECOLAB INC.","bcba",,"7170","7165","7170","0.27","0","7210","7125",,,"2026-04-24T19:39:50.677Z","1411.4173","/1/Titulos/ECL/CotizacionDetalle"
"cedears","ECLD","Cedear Ecolab Inc.","bcba",,"5.08","5.08","5.08","0","0","0","0",,,"2026-04-24T04:01:09.983Z","1411.4173","/1/Titulos/ECLD/CotizacionDetalle"
"cedears","EEM","Cedear Ishares Msci Emerging Market","bcba",,"19090","18620","19090","3.86","0","19080","18620",,,"2026-04-24T19:56:13.510Z","1424.6269","/1/Titulos/EEM/CotizacionDetalle"
"cedears","EEMC","Cedear Ishares Msci Emerging Market","bcba",,"12.78","12.43","12.78","2.81","0","0","0",,,"2026-04-24T18:04:02.070Z","1424.6269","/1/Titulos/EEMC/CotizacionDetalle"
"cedears","EEMD","Cedear Ishares Msci Emerging Market","bcba",,"13.4","13.25","13.4","3.95","0","13.29","13.09",,,"2026-04-24T19:59:47.583Z","1424.6269","/1/Titulos/EEMD/CotizacionDetalle"
"cedears","EFA","Cedear Ishares Msci Eafe Etf","bcba",,"8425","8325","8425","1.26","0","8470","8320",,,"2026-04-24T19:54:43.390Z","1425.5499","/1/Titulos/EFA/CotizacionDetalle"
"cedears","EFAD","Cedear Ishares Msci Eafe Etf","bcba",,"5.91","5.91","5.91","0.68","0","5.91","5.91",,,"2026-04-24T17:17:07.430Z","1425.5499","/1/Titulos/EFAD/CotizacionDetalle"
"cedears","EFX","Cedear Equifax Inc.","bcba",,"16030","16120","16030","-0.43","0","16120","16020",,,"2026-04-24T19:40:30.387Z","1435.094","/1/Titulos/EFX/CotizacionDetalle"
"cedears","EFXD","Cedear Equifax Inc.","bcba",,"11.17","11.17","11.17","-3.7","0","11.17","11.17",,,"2026-04-24T19:11:53.630Z","1435.094","/1/Titulos/EFXD/CotizacionDetalle"
"cedears","ELPC","Cedear Copel","bcba",,"59500","60000","59500","-0.83","0","0","0",,,"2026-04-24T19:59:06.350Z",,"/1/Titulos/ELPC/CotizacionDetalle"
"cedears","EMBJ","Cedear Embraer","bcba",,"93425","93675","93425","0.34","0","93750","92725",,,"2026-04-24T19:55:00.977Z",,"/1/Titulos/EMBJ/CotizacionDetalle"
"cedears","EQNR","Cedear Equinor Asa","bcba",,"9495","9700","9495","-2.11","0","10000","8905",,,"2026-04-24T19:51:17.350Z",,"/1/Titulos/EQNR/CotizacionDetalle"
"cedears","ERIC","Cedear L.M. Ericsson Telephone","bcba",,"8420","8355","8420","1.5","0","8400","8355",,,"2026-04-24T19:53:35.773Z",,"/1/Titulos/ERIC/CotizacionDetalle"
"cedears","ESGU","CEDEAR ISHARES ESG AWARE MSCI USA ETF","bcba",,"7755","7590","7755","1.83","0","7730","7590",,,"2026-04-24T19:28:19.383Z","1554.1082","/1/Titulos/ESGU/CotizacionDetalle"
"cedears","ESGUD","Cedear Ishares Esg Aware Msci Usa Etf","bcba",,"4.99","5.2","4.99","0","0","0","0",,,"2026-04-24T04:00:08.817Z","1554.1082","/1/Titulos/ESGUD/CotizacionDetalle"
"cedears","ETHA","Cedear Ishares Ethereum Tr Etf","bcba",,"5225","5145","5225","0.67","0","5245","5145",,,"2026-04-24T19:59:40.143Z","1433.4705","/1/Titulos/ETHA/CotizacionDetalle"
"cedears","ETHAC","Cedear Ishares Ethereum Tr Etf","bcba",,"3.505","3.515","3.505","-0.28","0","0","0",,,"2026-04-24T14:25:35.657Z","1433.4705","/1/Titulos/ETHAC/CotizacionDetalle"
"cedears","ETHAD","Cedear Ishares Ethereum Tr Etf","bcba",,"3.645","3.635","3.645","0.27","0","3.66","3.605",,,"2026-04-24T19:55:46.157Z","1433.4705","/1/Titulos/ETHAD/CotizacionDetalle"
"cedears","ETSY","Cedear Etsy Inc.","bcba",,"5830","5800","5830","0.08","0","5980","5770",,,"2026-04-24T19:56:49.197Z","1435.9606","/1/Titulos/ETSY/CotizacionDetalle"
"cedears","ETSYC","Cedear Etsy Inc.","bcba",,"0","0","0","0","0","0","0",,,"2024-02-19T06:00:00.513Z","1435.9606","/1/Titulos/ETSYC/CotizacionDetalle"
"cedears","ETSYD","Cedear Etsy Inc.","bcba",,"4.06","4.255","4.06","0","0","4.255","4.1",,,"2026-04-24T04:00:20.537Z","1435.9606","/1/Titulos/ETSYD/CotizacionDetalle"
"cedears","EWJ","Cedear Etf Ishares Msci Japan","bcba",,"9325","9240","9325","1.91","0","9340","9215",,,"2026-04-24T19:56:16.273Z","1454.7582","/1/Titulos/EWJ/CotizacionDetalle"
"cedears","EWJC","Cedear Etf Ishares Msci Japan","bcba",,"6.41","6.28","6.41","2.07","0","0","0",,,"2026-04-09T17:39:15.107Z","1454.7582","/1/Titulos/EWJC/CotizacionDetalle"
"cedears","EWJD","Cedear Etf Ishares Msci Japan","bcba",,"6.41","6.5","6.41","-0.15","0","6.54","6.5",,,"2026-04-24T18:50:46.010Z","1454.7582","/1/Titulos/EWJD/CotizacionDetalle"
"cedears","EWY","CEDEAR ISHARES MSCI SOUTH KOREA ETF","bcba",,"4632.5","4522.5","4632.5","4.04","0","4637.5","4522.5",,,"2026-04-24T19:59:11.567Z","1434.2105","/1/Titulos/EWY/CotizacionDetalle"
"cedears","EWYC","Cedear Ishares Msci South Korea Etf","bcba",,"3.14","3.14","3.14","0","0","3.14","3.14",,,"2026-04-24T04:00:18.300Z","1434.2105","/1/Titulos/EWYC/CotizacionDetalle"
"cedears","EWYD","Cedear Ishares Msci South Korea Etf","bcba",,"3.23","3.235","3.23","2.86","0","3.255","3.075",,,"2026-04-24T19:45:25.187Z","1434.2105","/1/Titulos/EWYD/CotizacionDetalle"
"cedears","EWZ","Cedear Ishares Msci Brazil Cap","bcba",,"29860","29540","29860","1.08","0","29860","29280",,,"2026-04-24T19:59:34.610Z","1443.9072","/1/Titulos/EWZ/CotizacionDetalle"
"cedears","EWZC","Cedear Ishares Msci Brazil Cap","bcba",,"19.8","19.83","19.8","-2.12","0","19.83","19.22",,,"2026-04-24T16:56:25.387Z","1443.9072","/1/Titulos/EWZC/CotizacionDetalle"
"cedears","EWZD","Cedear Ishares Msci Brazil Cap","bcba",,"20.68","20.89","20.68","-0.28","0","20.89","20.48",,,"2026-04-24T19:50:24.760Z","1443.9072","/1/Titulos/EWZD/CotizacionDetalle"
"cedears","F","Cedear Ford Motor Company","bcba",,"18480","18440","18480","0.21","0","18510","18330",,,"2026-04-24T19:50:19.400Z","1444.8788","/1/Titulos/F/CotizacionDetalle"
"cedears","FC","Cedear Ford Motor Comany","bcba",,"12.03","11.7","12.03","0","0","0","0",,,"2026-04-24T04:00:21.520Z","1444.8788","/1/Titulos/FC/CotizacionDetalle"
"cedears","FCX","Cedear Freeport Mcmoran Inc","bcba",,"30480","30520","30480","0.59","0","30980","29740",,,"2026-04-24T19:59:05.347Z","1442.4988","/1/Titulos/FCX/CotizacionDetalle"
"cedears","FCXC","Cedear Freeport Mcmoran Inc","bcba",,"19.9","19.95","19.9","0","0","0","0",,,"2026-04-24T04:00:49.070Z","1442.4988","/1/Titulos/FCXC/CotizacionDetalle"
"cedears","FCXD","Cedear Freeport Mcmoran Inc","bcba",,"21.13","21.5","21.13","-2.08","0","21.96","21",,,"2026-04-24T19:51:12.180Z","1442.4988","/1/Titulos/FCXD/CotizacionDetalle"
"cedears","FD","Cedear Ford Motor Comany","bcba",,"12.79","12.85","12.79","-1.38","0","12.87","12.84",,,"2026-04-24T19:56:35.087Z","1444.8788","/1/Titulos/FD/CotizacionDetalle"
"cedears","FDX","Cedear Federal Express Corp.","bcba",,"57850","57375","57850","-0.12","0","58125","57375",,,"2026-04-24T19:56:30.467Z","1460.8586","/1/Titulos/FDX/CotizacionDetalle"
"cedears","FDXC","Cedear Federal Express Corp.","bcba",,"38.17","38.17","38.17","0","0","38.17","38.17",,,"2026-04-24T04:00:51.780Z","1460.8586","/1/Titulos/FDXC/CotizacionDetalle"
"cedears","FDXD","Cedear Federal Express Corp.","bcba",,"39.6","39.23","39.6","0","0","39.23","39.23",,,"2026-04-24T04:00:29.000Z","1460.8586","/1/Titulos/FDXD/CotizacionDetalle"
